text,amount_vnd,category,type
30000,30000,Di chuyển,Chi tiêu
30000,30000,Khác,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300 nghìn,300000,Đám tiệc,Chi tiêu
Dao cạo râu 22k bằng tiền mặt,22000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Sinh nhật sếp Hoài 350k hôm nay,350000,Đám tiệc,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k ck,300000,Đám tiệc,Chi tiêu
98000,98000,Sức khỏe,Chi tiêu
1962000,1962000,Phiếu lương,Thu nhập
Trả tiền thiếu 100k bằng tiền mặt,100000,Trả nợ,Chi tiêu
Mua bánh kem sn Vương 50k hôm nay,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng 110 nghìn,110000,Tạp phẩm,Chi tiêu
Tiền ăn 2 cho 101k,101000,Quà tặng,Thu nhập
Thanh toán Ăn sáng 17k,17000,Tạp phẩm,Chi tiêu
26000,26000,Mỹ phẩm chăm sóc da,Chi tiêu
5000,5000,Di chuyển,Chi tiêu
Ăn sáng 3 phần 60 nghìn,60000,Tạp phẩm,Chi tiêu
Tiền cọc nhà cũ 1.2tr tiền,1160000,Quà tặng,Thu nhập
Thuốc men 40 nghìn,40000,Sức khỏe,Chi tiêu
Mua lăn nách 79k bằng tiền mặt,79000,Sức khỏe,Chi tiêu
Mạng 5g Viettel 150k ck,150000,4G,Chi tiêu
3915000,3915000,Giáo dục,Chi tiêu
Caffe vs đám bạn 66 nghìn,66000,Cafe,Chi tiêu
Cắt tóc 60k hôm nay,60000,Hớt tóc,Chi tiêu
840000,840000,Trả nợ,Chi tiêu
Làm tóc 370k hôm nay,370000,Khác,Chi tiêu
Trả tiền cupe Tiên 500k hôm nay,500000,Trả nợ,Chi tiêu
Photo giấy ôn thi cho Khải 2 nghìn,2000,Giáo dục,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k bằng tiền mặt,100000,Giải trí,Chi tiêu
Cho Hậu mượn 200k bằng tiền mặt,200000,Mượn tiền,Thu nhập
Sinh nhật Mỹ Nhàn 600k bằng tiền mặt,600000,Đám tiệc,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
Thanh toán Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
10000,10000,Sức khỏe,Chi tiêu
Wifi tháng 5 65k ck,65000,4G,Chi tiêu
Cho Hậu mượn 200k tiền,200000,Mượn tiền,Thu nhập
10000,10000,4G,Chi tiêu
Điện + wifi 222k tiền,222000,4G,Chi tiêu
Mạng 5g Viettel 150k tiền,150000,4G,Chi tiêu
Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Đi bơi 30k,30000,Khác,Chi tiêu
Cho Khải mua cầu 10k,10000,Giải trí,Chi tiêu
Thanh toán Mua nến thơm + khẩu trang 75k,75000,Tạp phẩm,Chi tiêu
Mua dầu gội clear 185k,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Trả chị 2 300k ck,300000,Trả nợ,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Hớt tóc 100k ck,100000,Hớt tóc,Chi tiêu
146000,146000,Giải trí,Chi tiêu
Ăn uống đi bệnh viện 143 nghìn,143000,Giải trí,Chi tiêu
101000,101000,Quà tặng,Thu nhập
500000,500000,Đám tiệc,Chi tiêu
Thanh toán Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Reset 39k bằng tiền mặt,39000,Khác,Chi tiêu
Sửa rửa mặt 283k ck,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Phụ cấp tháng 10 2tr ck,1952000,Phiếu lương,Thu nhập
Cho Cupe Tiên mượn đóng tiền học 300k tiền,300000,Mượn tiền,Thu nhập
Ăn uống đi bệnh viện 143k bằng tiền mặt,143000,Giải trí,Chi tiêu
Đám cưới 500k tiền,500000,Đám tiệc,Chi tiêu
Ship hàng sim 30 nghìn,30000,4G,Chi tiêu
Dao cạo râu 22 nghìn,22000,Mỹ phẩm chăm sóc da,Chi tiêu
Bame cho 100k hôm nay,100000,Khác,Chi tiêu
30000,30000,Di chuyển,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299 nghìn",299000,Giáo dục,Chi tiêu
Dây đeo đồng hồ 310k tiền,310000,Khác,Chi tiêu
Thanh toán Tiền ăn 500k,500000,Trả nợ,Chi tiêu
Thay nhớt 120 nghìn,120000,Di chuyển,Chi tiêu
Gửi thư xin học lại 18 nghìn,18000,Giáo dục,Chi tiêu
Xăng 30 nghìn,30000,Di chuyển,Chi tiêu
Đổi xăng 30k tiền,30000,Di chuyển,Chi tiêu
Bơi lội 30k,30000,Khác,Chi tiêu
Cho Khải mua cầu 10k ck,10000,Giải trí,Chi tiêu
Lương tháng 2 2.5 triệu,2500000,Phiếu lương,Thu nhập
Thuốc cảm 78 nghìn,78000,Sức khỏe,Chi tiêu
30000,30000,Khác,Chi tiêu
Trả góp tiền dt tháng 10 840k,840000,Trả nợ,Chi tiêu
Xem phim công tử bạc liêu 146k tiền,146000,Giải trí,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k hôm nay,300000,Đám tiệc,Chi tiêu
Phụ cấp tháng 9 2tr tiền,1953000,Phiếu lương,Thu nhập
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Bánh kem sinh nhật chị Nị 145k bằng tiền mặt,145000,Đám tiệc,Chi tiêu
Lì xì 2 đứa con Bằng 100k bằng tiền mặt,100000,Quà tặng,Thu nhập
Thay nhớt 115k tiền,115000,Di chuyển,Chi tiêu
Bame cho 100k ck,100000,Khác,Chi tiêu
500000,500000,Quà tặng,Thu nhập
10000,10000,4G,Chi tiêu
Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Lương tháng 7 1.8tr ck,1800000,Phiếu lương,Thu nhập
Thanh toán Nc tẩy trang + srm + bông tẩy trang 395k,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới Oanh 1 triệu,1000000,Giải trí,Chi tiêu
Wifi 130k tiền,130000,4G,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
500000,500000,Đám tiệc,Chi tiêu
Ăn sáng 20k tiền,20000,Tạp phẩm,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Gửi xe 5k tiền,5000,Di chuyển,Chi tiêu
Lương tháng 3 3.9tr tiền,3850000,Phiếu lương,Thu nhập
Lương tháng 9 2tr tiền,1981000,Phiếu lương,Thu nhập
Thanh toán Tiền mẹ cho 80k,80000,Quà tặng,Thu nhập
"Thanh toán Mua sách ""Đúng Việc"" 105k",105000,Giáo dục,Chi tiêu
Mua lốc sữa Ensure cho mami 220k bằng tiền mặt,220000,Sức khỏe,Chi tiêu
Thanh toán Xăng 50k,50000,Di chuyển,Chi tiêu
Trả Cupe Tiên 200k hôm nay,200000,Trả nợ,Chi tiêu
1000000,1000000,Mượn tiền,Thu nhập
Điện + wifi 222k tiền,222000,4G,Chi tiêu
Sách Khắc đi khắc đến - Xuân Phượng 145k bằng tiền mặt,145000,Giáo dục,Chi tiêu
Đám cưới Huyền 500k tiền,500000,Đám tiệc,Chi tiêu
Đổ xăng 50k tiền,50000,Di chuyển,Chi tiêu
Ăn sáng x3 + 75k cho Trí mượn 150k bằng tiền mặt,150000,Tạp phẩm,Chi tiêu
Photo document English 60k,60000,Giáo dục,Chi tiêu
30000,30000,Tạp phẩm,Chi tiêu
Lương tháng 4 2.2tr tiền,2200000,Quà tặng,Thu nhập
Đám cưới Ngân Ngân 400k hôm nay,400000,Đám tiệc,Chi tiêu
Lương tháng 9 2tr bằng tiền mặt,1981000,Phiếu lương,Thu nhập
Thanh toán Trả chị 2 1tr,1000000,Trả nợ,Chi tiêu
Sáp khử mùi 119k bằng tiền mặt,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hớt tóc 50k,50000,Hớt tóc,Chi tiêu
155000,155000,Giáo dục,Chi tiêu
Nước coca coi phim 57k ck,57000,Giải trí,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Bame cho 100 nghìn,100000,Khác,Chi tiêu
Hùng tiền nhậu 100k bằng tiền mặt,100000,Đám tiệc,Chi tiêu
Mượn chị 2 200k bằng tiền mặt,200000,Mượn tiền,Thu nhập
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
Nước coca coi phim 57k hôm nay,57000,Giải trí,Chi tiêu
10000,10000,4G,Chi tiêu
Mượn 2 mua lẩu 500k bằng tiền mặt,500000,Mượn tiền,Thu nhập
"Sách ""Chinh phục những điều bất khả thi"" 163k",163000,Giáo dục,Chi tiêu
146000,146000,Giải trí,Chi tiêu
Mượn tiền 200k,200000,Mượn tiền,Thu nhập
25000,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Nước coca coi phim 57k,57000,Giải trí,Chi tiêu
Tiền trả góp dt tháng 9 840k ck,840000,Trả nợ,Chi tiêu
Ăn sáng 25 nghìn,25000,Tạp phẩm,Chi tiêu
Nc tẩy trang + srm + bông tẩy trang 395k tiền,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua chai nước muối súc miệng 10k,10000,Sức khỏe,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Đổ xăng 20k ck,20000,Di chuyển,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Lương tháng 7 1.8tr hôm nay,1800000,Phiếu lương,Thu nhập
Cho Hậu mượn 100k 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Học phí UIT kỳ 4 50% 3.9tr hôm nay,3915000,Giáo dục,Chi tiêu
Thanh toán Di chuyển 50k,50000,Di chuyển,Chi tiêu
Tiền dt tháng 8 800 nghìn,800000,Trả nợ,Chi tiêu
220000,220000,Đám tiệc,Chi tiêu
Đổi xăng 30k,30000,Di chuyển,Chi tiêu
Mua bánh kem sn Vương 50k hôm nay,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua bình nc mắm + nấu canh bắp cải + cá nục kho 102k ck,102000,Tạp phẩm,Chi tiêu
Rút tiết kiệm 300k bằng tiền mặt,300000,Khác,Chi tiêu
Phiếu lương 7.4tr tiền,7400000,Phiếu lương,Thu nhập
Ăn uống đi bệnh viện 143k,143000,Giải trí,Chi tiêu
Uống nước vs bạn 168 nghìn,168000,Cafe,Chi tiêu
Thanh toán Nạp tiền dt mua mạng 10k,10000,4G,Chi tiêu
Ăn sinh nhật đại ca 300 nghìn,300000,Giải trí,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
Ăn uống đi bệnh viện 143k bằng tiền mặt,143000,Giải trí,Chi tiêu
Ăn trưa 30k hôm nay,30000,Tạp phẩm,Chi tiêu
Hớt tóc 60k tiền,60000,Hớt tóc,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Xà bông gội đầu 15k hôm nay,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Tiền cọc nhà cũ 1.2tr ck,1160000,Quà tặng,Thu nhập
Mạng 150k hôm nay,150000,4G,Chi tiêu
Sách: Hiểu hết về tiền 230k ck,230000,Giáo dục,Chi tiêu
1000000,1000000,Mượn tiền,Thu nhập
Khác 18k bằng tiền mặt,18000,Khác,Chi tiêu
100000,100000,Trả nợ,Chi tiêu
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Đám cưới 500k bằng tiền mặt,500000,Đám tiệc,Chi tiêu
Bắt grab về nhà nghỉ bù lễ 210k hôm nay,210000,Di chuyển,Chi tiêu
Mua nc muối 10 nghìn,10000,Sức khỏe,Chi tiêu
299000,299000,Giáo dục,Chi tiêu
Ăn uống đổ xăng 245k tiền,245000,Di chuyển,Chi tiêu
Gửi xe 5 nghìn,5000,Di chuyển,Chi tiêu
Phụ cấp tháng 11 2.1tr bằng tiền mặt,2072000,Phiếu lương,Thu nhập
Mua thuốc 60k tiền,60000,Sức khỏe,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Thanh toán Không nhớ rõ hoặc nhầm 96k,96000,Khác,Chi tiêu
Thanh toán Ăn sinh nhật đại ca 300k,300000,Giải trí,Chi tiêu
Đám cưới Ngân Ngân 400k hôm nay,400000,Đám tiệc,Chi tiêu
Đám cưới 500k,500000,Đám tiệc,Chi tiêu
Sinh nhật Mỹ Nhàn 600k ck,600000,Đám tiệc,Chi tiêu
Mua đất sét cho Khải học 23k tiền,23000,Giáo dục,Chi tiêu
Sinh nhật Mỹ Nhàn 600k hôm nay,600000,Đám tiệc,Chi tiêu
Mua lốc sữa Ensure cho mami 220k tiền,220000,Sức khỏe,Chi tiêu
Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
Nạp tiền dt cho mẹ 30k bằng tiền mặt,30000,Khác,Chi tiêu
Thanh toán Tiền làm pptx cho Vẹn vs bạn Vẹn 1tr,1000000,Phiếu lương,Thu nhập
Tăng sên 10 nghìn,10000,Khác,Chi tiêu
Trả nợ chị 2 1.5tr tiền,1500000,Trả nợ,Chi tiêu
Ăn uống vs bạn bè 200k,200000,Giải trí,Chi tiêu
Mua sách 182k tiền,182000,Giáo dục,Chi tiêu
Thuốc nhỏ mắt 20k ck,20000,Sức khỏe,Chi tiêu
350000,350000,Đám tiệc,Chi tiêu
Đổi xăng 30k tiền,30000,Di chuyển,Chi tiêu
Nạp tiền dt mua mạng 10k hôm nay,10000,4G,Chi tiêu
Mua sách 182k bằng tiền mặt,182000,Giáo dục,Chi tiêu
Thanh toán Tiền dt tháng 8 800k,800000,Trả nợ,Chi tiêu
Thanh toán Kem đánh răng 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trừ thêm tiền ăn tháng 2 750k,750000,Tạp phẩm,Chi tiêu
Mua bánh kem cho a 2 20k bằng tiền mặt,20000,Mỹ phẩm chăm sóc da,Chi tiêu
20000,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Mua đất sét cho Khải học 23k hôm nay,23000,Giáo dục,Chi tiêu
Thưởng cơ quan 3.2tr,3200000,Quà tặng,Thu nhập
Mẹ cho 500 nghìn,500000,Quà tặng,Thu nhập
Thanh toán Mua lốc sữa Ensure cho mami 220k,220000,Sức khỏe,Chi tiêu
Khác 18k,18000,Khác,Chi tiêu
223000,223000,Khác,Chi tiêu
Hớt tóc 30k tiền,30000,Hớt tóc,Chi tiêu
Nước coca coi phim 57k ck,57000,Giải trí,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300k tiền,300000,Mượn tiền,Thu nhập
Trả tiền ship 30 nghìn,30000,Khác,Chi tiêu
Phụ cấp tháng 11 2.1tr tiền,2072000,Phiếu lương,Thu nhập
4G 5k bằng tiền mặt,5000,4G,Chi tiêu
Mua thuốc sưng nướu răng 28k tiền,28000,Sức khỏe,Chi tiêu
Mua thuốc sưng nướu răng 28k hôm nay,28000,Sức khỏe,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k hôm nay,300000,Đám tiệc,Chi tiêu
Đưa cupe Tiên mượn 150k 150k,150000,Mượn tiền,Thu nhập
Thưởng tết 5.7tr,5700000,Phiếu lương,Thu nhập
50000,50000,Di chuyển,Chi tiêu
Ăn đêm 25k ck,25000,Tạp phẩm,Chi tiêu
Mẹ cho 500k 500k hôm nay,500000,Quà tặng,Thu nhập
Sách: Hiểu hết về tiền 230k tiền,230000,Giáo dục,Chi tiêu
Đóng tiền gây quỹ 50k hôm nay,50000,Tạp phẩm,Chi tiêu
Uống nước nghe nhạc 40k ck,40000,Cafe,Chi tiêu
300000,300000,Đám tiệc,Chi tiêu
Thanh toán Phụ cấp tháng 12/2025 2.3tr,2300000,Phiếu lương,Thu nhập
Yến mạch trái cây 42k bằng tiền mặt,42000,Tạp phẩm,Chi tiêu
Thuốc 120k,120000,Sức khỏe,Chi tiêu
Sinh tố bơ 39k tiền,39000,Cafe,Chi tiêu
Ăn uống 600k tiền,600000,Tạp phẩm,Chi tiêu
Thanh toán Thuốc 120k,120000,Sức khỏe,Chi tiêu
Phụ cấp tháng 11 2.1tr hôm nay,2072000,Phiếu lương,Thu nhập
Hớt tóc 60k ck,60000,Hớt tóc,Chi tiêu
200000,200000,Mượn tiền,Thu nhập
Lương tháng 7 180k bằng tiền mặt,180000,Phiếu lương,Thu nhập
163000,163000,Giáo dục,Chi tiêu
500000,500000,Quà tặng,Thu nhập
Mẹ cho 1tr hôm nay,1000000,Quà tặng,Thu nhập
Phiếu lương 7.4tr tiền,7400000,Phiếu lương,Thu nhập
Mẹ cho 1tr,1000000,Quà tặng,Thu nhập
Thanh toán Sách Con đường chẳng mấy ai đi 123k,123000,Giáo dục,Chi tiêu
Mua bánh xèo vào ăn vs Bằng 100k ck,100000,Giải trí,Chi tiêu
Mạng 5g Viettel 150 nghìn,150000,4G,Chi tiêu
70000,70000,Sức khỏe,Chi tiêu
Mua kẹo ngậm 10k bằng tiền mặt,10000,Sức khỏe,Chi tiêu
Thanh toán Trail leo núi Dinh BR VT 298k,298000,Giải trí,Chi tiêu
Đổ xăng 30k tiền,30000,Di chuyển,Chi tiêu
1000000,1000000,Phiếu lương,Thu nhập
Mạng 150 nghìn,150000,4G,Chi tiêu
Ăn uống 199k tiền,199000,Tạp phẩm,Chi tiêu
Mẹ cho 1tr 1tr bằng tiền mặt,1000000,Quà tặng,Thu nhập
5G 150k ck,150000,4G,Chi tiêu
Sinh tố bơ 39 nghìn,39000,Cafe,Chi tiêu
2 cho 500k 500k hôm nay,500000,Quà tặng,Thu nhập
Lương tháng 3 3.9tr hôm nay,3850000,Phiếu lương,Thu nhập
Mua sách 182 nghìn,182000,Giáo dục,Chi tiêu
Uống nước nghe nhạc 40k tiền,40000,Cafe,Chi tiêu
Thanh toán Sách Khắc đi khắc đến - Xuân Phượng 145k,145000,Giáo dục,Chi tiêu
120000,120000,Tạp phẩm,Chi tiêu
2000,2000,Giáo dục,Chi tiêu
150000,150000,4G,Chi tiêu
Thanh toán Mở thẻ BIDV 110k,110000,Khác,Chi tiêu
Ăn phở 40k tiền,40000,Tạp phẩm,Chi tiêu
Uống nước nghe nhạc 40k bằng tiền mặt,40000,Cafe,Chi tiêu
Hùng tiền nhậu 100k tiền,100000,Đám tiệc,Chi tiêu
Mua sữa cho nội 300k hôm nay,300000,Mượn tiền,Thu nhập
Mua đá hồi phục 10k bằng tiền mặt,10000,Sức khỏe,Chi tiêu
Lì xì mùng 1 860k bằng tiền mặt,860000,Quà tặng,Thu nhập
150000,150000,4G,Chi tiêu
Cho Hậu mượn 200k ck,200000,Mượn tiền,Thu nhập
Mua mì 120 nghìn,120000,Tạp phẩm,Chi tiêu
Hùng tiền tất niên 100 nghìn,100000,Trả nợ,Chi tiêu
Mạng 150k tiền,150000,4G,Chi tiêu
Cho Hậu mượn 200k hôm nay,200000,Mượn tiền,Thu nhập
Thanh toán Mượn tiền mua sách 120k 120k,120000,Mượn tiền,Thu nhập
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
45000,45000,Khác,Chi tiêu
Hớt tóc 70k tiền,70000,Hớt tóc,Chi tiêu
Uống nước vs bạn 168k ck,168000,Cafe,Chi tiêu
Xăng 30k ck,30000,Di chuyển,Chi tiêu
Mượn chị 2 200k ck,200000,Mượn tiền,Thu nhập
Photo giấy ôn thi cho Khải 2k tiền,2000,Giáo dục,Chi tiêu
Thanh toán Nước coca coi phim 57k,57000,Giải trí,Chi tiêu
Thanh toán Mượn 2 3tr 3tr,3000000,Mượn tiền,Thu nhập
Nạp tiền dt mua mạng 10k tiền,10000,4G,Chi tiêu
Mượn mẹ 100 nghìn,100000,Mượn tiền,Thu nhập
Hớt tóc 30k bằng tiền mặt,30000,Hớt tóc,Chi tiêu
Mua thuốc 28k tiền,28000,Sức khỏe,Chi tiêu
Sữa tắm + lăn khử mùi 210k ck,210000,Mỹ phẩm chăm sóc da,Chi tiêu
39000,39000,Cafe,Chi tiêu
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
Sinh nhật Linh 220 nghìn,220000,Đám tiệc,Chi tiêu
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Mua sách 155k hôm nay,155000,Giáo dục,Chi tiêu
Không nhớ rõ hoặc nhầm 96k ck,96000,Khác,Chi tiêu
Bánh  nghìnem sinh nhật chị Nị 145 nghìn,145000,Đám tiệc,Chi tiêu
Phụ cấp tháng 12/2025 2.3tr hôm nay,2300000,Phiếu lương,Thu nhập
Ăn vặt 100k hôm nay,100000,Tạp phẩm,Chi tiêu
Bcs 50k hôm nay,50000,Khác,Chi tiêu
Thanh toán Xà bông gội đầu 25k,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Gửi xe 6k,6000,Di chuyển,Chi tiêu
Thanh toán Phụ cấp tháng 10 2tr,1952000,Phiếu lương,Thu nhập
Ăn kem 30k hôm nay,30000,Cafe,Chi tiêu
Cho Hậu mượn 200k ck,200000,Mượn tiền,Thu nhập
27000,27000,Khác,Chi tiêu
Đám cưới Oanh 1tr bằng tiền mặt,1000000,Giải trí,Chi tiêu
Mua sữa thăm bệnh a Khoa 85k hôm nay,85000,Tạp phẩm,Chi tiêu
Thanh toán Photo chụp hình công chứng giấy đăng ký nghĩa vụ 85k,85000,Khác,Chi tiêu
Ăn uống đi bệnh viện 143k tiền,143000,Giải trí,Chi tiêu
Thanh toán Trả chị 2 1tr,1000000,Trả nợ,Chi tiêu
Lương tháng 1 2tr bằng tiền mặt,1962000,Phiếu lương,Thu nhập
Wifi 130k tiền,130000,4G,Chi tiêu
Ăn sáng 25k tiền,25000,Tạp phẩm,Chi tiêu
Hớt tóc 30 nghìn,30000,Hớt tóc,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Uống nước vs bạn 168k bằng tiền mặt,168000,Cafe,Chi tiêu
Mua nc dừa uống 18k tiền,18000,Tạp phẩm,Chi tiêu
Mạng 150k bằng tiền mặt,150000,4G,Chi tiêu
Bông tẩy trang 26k ck,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua thuốc cảm uống 32k hôm nay,32000,Sức khỏe,Chi tiêu
"Sách ""Chinh phục những điều bất khả thi"" 163k hôm nay",163000,Giáo dục,Chi tiêu
Thanh toán Hớt tóc 70k,70000,Hớt tóc,Chi tiêu
230000,230000,Giáo dục,Chi tiêu
Đổ xăng 50k,50000,Di chuyển,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Lương tháng 10 2tr ck,1990000,Phiếu lương,Thu nhập
Mua bánh kem sn Vương 50k,50000,Mỹ phẩm chăm sóc da,Chi tiêu
Wifi tháng 5 65 nghìn,65000,4G,Chi tiêu
500000,500000,Trả nợ,Chi tiêu
Mẹ cho 1tr 1tr ck,1000000,Quà tặng,Thu nhập
Lương tháng 1 2tr hôm nay,1962000,Phiếu lương,Thu nhập
Hớt tóc 70k,70000,Hớt tóc,Chi tiêu
Ăn uống vs bạn bè 200k tiền,200000,Giải trí,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Thanh toán Lương tháng 10 2tr,1990000,Phiếu lương,Thu nhập
Tiền nhà 1.2 triệu,1200000,Tạp phẩm,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Mua 2 ngày thuốc 100 nghìn,100000,Sức khỏe,Chi tiêu
Nạp tiền dt 30k,30000,Khác,Chi tiêu
Ăn uống đi bệnh viện 143k hôm nay,143000,Giải trí,Chi tiêu
Xem phim công tử bạc liêu 146k bằng tiền mặt,146000,Giải trí,Chi tiêu
Sửa quần cảnh sát 30k tiền,30000,Khác,Chi tiêu
Học phí kỳ 1 UIT 6.3tr,6320000,Giáo dục,Chi tiêu
Thanh toán Sinh nhật Hậu vs a An vs chị Sương 300k,300000,Đám tiệc,Chi tiêu
Tiền trả góp dt tháng 9 840k ck,840000,Trả nợ,Chi tiêu
Trà sữa 40 nghìn,40000,Cafe,Chi tiêu
Mượn mẹ 100k,100000,Mượn tiền,Thu nhập
Kem rạng da 327k,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Bánh kem sinh nhật Khải 210k hôm nay,210000,Đám tiệc,Chi tiêu
Phụ cấp tháng 10 2 triệu,2000000,Phiếu lương,Thu nhập
100000,100000,Khác,Chi tiêu
Mua nc muối 10k tiền,10000,Sức khỏe,Chi tiêu
Thanh toán Mua bánh xèo vào ăn vs Bằng 100k,100000,Giải trí,Chi tiêu
48000,48000,Sức khỏe,Chi tiêu
Sinh nhật sếp Hoài 350k ck,350000,Đám tiệc,Chi tiêu
Mua bánh kem cho a 2 20k tiền,20000,Mỹ phẩm chăm sóc da,Chi tiêu
Nước đá thả lỏng sau long run 5k,5000,Sức khỏe,Chi tiêu
Ăn uống 300k,300000,Tạp phẩm,Chi tiêu
Ăn uống đi bệnh viện 143k ck,143000,Giải trí,Chi tiêu
Mua cá mú chiên sả 30k,30000,Tạp phẩm,Chi tiêu
Photo công chứng 60k,60000,Khác,Chi tiêu
Cho Khải mua cầu 10k ck,10000,Giải trí,Chi tiêu
298000,298000,Giải trí,Chi tiêu
Mạng 5G 150k tiền,150000,4G,Chi tiêu
Thanh toán Tiền ăn lễ 225k,225000,Phiếu lương,Thu nhập
4G 5k bằng tiền mặt,5000,4G,Chi tiêu
Mua caffe đi tòa 33k,33000,Cafe,Chi tiêu
50000,50000,Khác,Chi tiêu
Thanh toán Xăng 30k,30000,Di chuyển,Chi tiêu
Lì xì của cô năm r xài r nữa 16k,16000,Quà tặng,Thu nhập
Thanh toán Sinh tố bơ 39k,39000,Cafe,Chi tiêu
Thanh toán Cạo vôi răng 100k,100000,Sức khỏe,Chi tiêu
Sinh nhật Mỹ Nhàn 600k tiền,600000,Đám tiệc,Chi tiêu
Phiếu lương 7.6tr bằng tiền mặt,7643000,Phiếu lương,Thu nhập
Mua sách 182k ck,182000,Giáo dục,Chi tiêu
Đám cưới Duyên 500 nghìn,500000,Đám tiệc,Chi tiêu
Mẹ cho NHƯNG LÀ MƯỢN 2TR 2tr bằng tiền mặt,2000000,Mượn tiền,Thu nhập
15000,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn 2 mua lẩu 500k bằng tiền mặt,500000,Mượn tiền,Thu nhập
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
360000,360000,Quà tặng,Thu nhập
Gây quỹ ủng hộ bão số 3 20k bằng tiền mặt,20000,Khác,Chi tiêu
Mẹ cho 300k,300000,Quà tặng,Thu nhập
Trail leo núi Dinh BR VT 298k hôm nay,298000,Giải trí,Chi tiêu
Hớt tóc 70 nghìn,70000,Hớt tóc,Chi tiêu
Thanh toán Mẹ cho 1tr,1000000,Quà tặng,Thu nhập
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k tiền",299000,Giáo dục,Chi tiêu
5G 150k ck,150000,4G,Chi tiêu
30000,30000,Cafe,Chi tiêu
50000,50000,Trả nợ,Chi tiêu
